eun,isEunInPanda,pandaOrderGUID,isOrderInPanda,pbsFis,pbsVerso,pbsTenderReference,pbsSupplier,pbsNumber,cataloguePartNumber,serialNumber,itemPriceCzk,itemPriceEUR,cartName,description,notes,destination,deliveredDate,TargetsystemGUID,ItemUsage,ItemCondition,ImportInstr,PandaPartNumber
14110197,FALSE,1fba9968-88dc-4baa-b571-b0a21fcde31f,TRUE,14920103,1021841,MN1807/2014,HIB,RA1.L1.FE.L1_1.BB.PL1.RA.LH.CHL,3850777,2300006066,63028.7,2327.5,2.5 kW chiller dual output,"HIB chiller for UTIA
WK/W-02500-W-R03-010E-1-IW 
+ Ethernet interface
S/N: 2300006066","Tech Requirements:
Cooling capacity: 2.5 kW 
# of cooling circuits: 2
Cooling flow circuit 1: 6 l/min at 3 bar
Cooling flow circuit 2: 7 l/min at 5 bar
Cooling circuit temp: 25C
Accuracy: +/- 0.5 K
Heat exchange: Water to water
Cooling water type: distilled with water care-copper (Nalco) additive (see attached file)
Other additives: System to be flushed periodically with Stabrex ST40 (see attached file)
External water temperature: 16C
Electrical control interface: RS232 or ethernet
Mountable in 19"" rack
Filter: Filter on cooling and industrial circuit
Must monitor water conductivity",UTIA,11/20/2014,fb4dd105-12d7-4739-9662-d9d0ad5e542d,,,UL,WK/W-02500-W-R03-010E-1-IW
15020045,FALSE,60a6964d-a9ed-47f0-b16c-29397bbee09e,TRUE,14920151,1102761,MN2208/2014,EKSMA OPTICS,RA1.L1.FE.L1_1.BB.OPA2.S4.C.C,,,185080.4,6740,LBO crystal for OPA,"? = 90°±0.25°, ? = 15.1°±0.1° in XY plane
AR@515nm (R<0.4%) + AR@750-980nm (R<0.75%), AOI=0deg with IBS
Additional specifications in the attachment",potentially high absorption,,02/05/2015,a90c6ce1-ca15-4ffa-96fc-0f57832ba890,,,UL,EUN 14920151
14110117,FALSE,131b4ae8-5c5f-455e-8c4f-c61a4bead478,TRUE,14920156,1034092,MN1976/2014,Optolita UAB,RA1.L2.L2_1.FE.L2_1.BB.PL1.SPAR,,,10996.8,395,"1030 nm planoconcave mirror ROC=4.0m, 0 deg, R>99.98%, 1"", ULE","ULE
Dimensions: 25.4 x 6mm
ROC = 4000mm
S1: cv, 
SQ: 10-5s/d, 
SF: l/10 @ 1030nm
HR>99.98% @ 1020 - 1040nm, AOI=0deg
LDT > 10J/cm^2",,"UTIA, No.6 drawer, 1030nm mirrors",11/12/2014,395b3ff3-0ee5-4234-86de-eec3cc800970,,,UL,EUN 14110117
14110118,FALSE,131b4ae8-5c5f-455e-8c4f-c61a4bead478,TRUE,14920156,1034092,MN1976/2014,Optolita UAB,RA1.L2.L2_1.FE.L2_1.BB.PL1.SPAR,,,10996.8,395,"1030 nm planoconvex mirror ROC=-3.0m,0 deg, R>99.98%, 1"", ULE","1030nm, 0 degree laser mirror
ULE
Dimensions: 25.4 x 6mm
ROC = -3000mm
S1: cx, 
SQ: 10-5s/d, 
",,"Sofia, Cavity Ring Down Experiment Box",11/12/2014,395b3ff3-0ee5-4234-86de-eec3cc800970,,,UL,EUN 14110118
14110119,FALSE,131b4ae8-5c5f-455e-8c4f-c61a4bead478,TRUE,14920156,1034092,MN1976/2014,Optolita UAB,RA1.L1.FE.L1_1.BB.PL2.CMP.OPT,,,10996.8,395,"1030 nm planoconcave mirror ROC=5.0m,0 deg, R>99.98%, 1"", ULE","ULE
Dimensions: 25.4 x 6mm
ROC = 5000mm
S1: cv, 
SQ: 10-5s/d,
 SF: l/10 @ 1030nm
HR>99.98% @ 1020 - 1040nm, AOI=0deg
LDT > 10J/cm^2",,booster compressor telescope,11/12/2014,960ed155-ea45-45d6-80cd-902eb499d529,,,UL,EUN 14110119-20
14110120,FALSE,131b4ae8-5c5f-455e-8c4f-c61a4bead478,TRUE,14920156,1034092,MN1976/2014,Optolita UAB,RA1.L2.L2_1.FE.L2_1.BB.PL1.SPAR,,,10996.8,395,"1030 nm planoconcave mirror ROC=5.0m,0 deg, R>99.98%, 1"", ULE","ULE
Dimensions: 25.4 x 6mm
ROC = 5000mm
S1: cv, 
SQ: 10-5s/d,
 SF: l/10 @ 1030nm
HR>99.98% @ 1",,"Sofia mirror drawer, 3 burned spots",11/12/2014,395b3ff3-0ee5-4234-86de-eec3cc800970,,Damaged,UL,EUN 14110119-20
14110121,FALSE,131b4ae8-5c5f-455e-8c4f-c61a4bead478,TRUE,14920156,1034092,MN1976/2014,Optolita UAB,RA1.L2.L2_1.FE.L2_1.BB.PL1.CMP,,,12213.025,445,"R=99.98% @ 1030nm, 0 deg, 2"" mirror","UVFS flat mirror
diam 50.8mm x 8mm
SQ 10-5s/d
SF l/10 @ 633nm
HR>99.98% @ 1020 - 1040nm, AOI 0 deg",,L2 box,11/12/2014,e5d836ba-616a-44a3-9e9c-664443344e72,,,UL,EUN 14110121
14110122,FALSE,131b4ae8-5c5f-455e-8c4f-c61a4bead478,TRUE,14920156,1034092,MN1976/2014,Optolita UAB,RA1.L2.L2_1.FE.L2_1.BB.PL1.RA.CM,,,10996.8,395,"1030 nm planoconvex mirror ROC=-1.0m,0 deg, R>99.98%, 1"", ULE","1030nm, 0 degree laser mirror
ULE
Dimensions: 25.4 x 6mm
ROC = -1000mm
S1: cx 
SQ: 10-5s/d, 
SF: l/10 @ 1030nm
HR>99.98% @ 1020 - 1040nm, AOI=0deg
LDT > 10J/cm^2",,L2 BBFE regen cavity,11/12/2014,2ed761b1-64ea-4dca-86dc-bf169e2a2879,,,UL,EUN 14110122-3
14110123,FALSE,131b4ae8-5c5f-455e-8c4f-c61a4bead478,TRUE,14920156,1034092,MN1976/2014,Optolita UAB,RA1.L2.L2_1.FE.L2_1.BB.PL1.SPAR,,,10996.8,395,"1030 nm planoconvex mirror ROC=-1.0m,0 deg, R>99.98%, 1"", ULE","1030nm, 0 degree laser mirror
ULE
Dimensions: 25.4 x 6mm
ROC = -1000mm
S1: cx 
SQ: 10-5s/d, 
SF: l/10 @ 1030nm
HR>99.98% @ 1020 - 1040nm, AOI=0deg
LDT > 10J/cm^2",,L2 BBFE regen end cavity,11/12/2014,395b3ff3-0ee5-4234-86de-eec3cc800970,,,UL,EUN 14110122-3
14110155,FALSE,131b4ae8-5c5f-455e-8c4f-c61a4bead478,TRUE,14920156,1034092,MN1976/2014,Optolita UAB,RA1.L1.FE.L1_1.BB.PL2.CMP.OPT.BT.M1,,,4036.8,145,"R=99.98% @ 1030nm/45 degree, 1"" mirror","UVFS flat mirror
d = 25.4 x 6 mm
SQ 10-5 s/d
SF ?/10 @ 633nm
HR > 99.98 % @ 1020-1040nm
AOI = 45 deg
(s+p)/2-pol.
Requested damage threshold >10J/cm2 for 20ns pulses, 20Hz",,UTIA lab,11/14/2014,960ed155-ea45-45d6-80cd-902eb499d530,,,UL,EUN 14110155-61
14110156,FALSE,131b4ae8-5c5f-455e-8c4f-c61a4bead478,TRUE,14920156,1034092,MN1976/2014,Optolita UAB,RA1.L1.CSS.SPAR.O.M,,,4036.8,145,"R=99.98% @ 1030nm/45 degree, 1"" mirror","UVFS flat mirror
d = 25.4 x 6 mm
SQ 10-5 s/d
SF ?/10 @ 633nm
HR > 99.98 % @ 1020-1040nm
AOI = 45 deg
(s+p)/2-pol.
Requested damage threshold >10J/cm2 for 20ns pulses, 20Hz",,"UTIA, Optics graveyard, BURNED!",11/14/2014,9d827a52-3ddb-484d-9ff9-e9e6c5c64794,,Damaged,UL,EUN 14110155-61
14110157,FALSE,131b4ae8-5c5f-455e-8c4f-c61a4bead478,TRUE,14920156,1034092,MN1976/2014,Optolita UAB,RA1.L2.L2_1.FE.L2_1.BB.PL1.OO.BC,,,4036.8,145,"R=99.98% @ 1030nm/45 degree, 1"" mirror","UVFS flat mirror
d = 25.4 x 6 mm
SQ 10-5 s/d
SF ?/10 @ 633nm
HR > 99.98 % @ 1020-1040nm
AOI = 45 deg
(s+p)/2-pol.
Requested damage threshold >10J/cm2 for 20ns pulses, 20Hz",,l2 sofia after shg in compressor,11/14/2014,ae9e7ff8-9ac6-4e7f-aba2-6f618ce935ac,,,UL,EUN 14110155-61
14110158,FALSE,131b4ae8-5c5f-455e-8c4f-c61a4bead478,TRUE,14920156,1034092,MN1976/2014,Optolita UAB,RA1.L2.L2_1.FE.L2_1.BB.PL1.OO.BC,,,4036.8,145,"R=99.98% @ 1030nm/45 degree, 1"" mirror","UVFS flat mirror
d = 25.4 x 6 mm
SQ 10-5 s/d
SF ?/10 @ 633nm
HR > 99.98 % @ 1020-1040nm
AOI = 45 deg
(s+p)/2-pol.
Requested damage threshold >10J/cm2 for 20ns pulses, 20Hz",,"UTIA, Kubik",11/14/2014,ae9e7ff8-9ac6-4e7f-aba2-6f618ce935ac,,,UL,EUN 14110155-61
14110159,FALSE,131b4ae8-5c5f-455e-8c4f-c61a4bead478,TRUE,14920156,1034092,MN1976/2014,Optolita UAB,RA1.L1.FE.L1_1.BB.PL1.CMP,,,4036.8,145,"R=99.98% @ 1030nm/45 degree, 1"" mirror","UVFS flat mirror
d = 25.4 x 6 mm
SQ 10-5 s/d
SF ?/10 @ 633nm
HR > 99.98 % @ 1020-1040nm
AOI = 45 deg
(s+p)/2-pol.
Requested damage threshold >10J/cm2 for 20ns pulses, 20Hz","Damaged, healthy part used for 1030 to the beamdump","UTIA, KUBIK compressor, 1030 to beamdump",11/14/2014,063c5417-7c99-45c0-b698-8e00c6a18091,,Damaged,UL,EUN 14110155-61
14110160,FALSE,131b4ae8-5c5f-455e-8c4f-c61a4bead478,TRUE,14920156,1034092,MN1976/2014,Optolita UAB,RA1.L2.L2_1.FE.L2_1.BB.PL1.SPAR,,,4036.8,145,"R=99.98% @ 1030nm/45 degree, 1"" mirror","UVFS flat mirror
d = 25.4 x 6 mm
SQ 10-5 s/d
SF ?/10 @ 633nm
HR > 99.98 % @ 1020-1040nm
AOI = 45 deg
(s+p)/2-pol.
Requested damage threshold >10J/cm2 for 20ns pulses, 20Hz",,"UTIA lab, Petrs setup",11/14/2014,395b3ff3-0ee5-4234-86de-eec3cc800970,,,UL,EUN 14110155-61
14110161,FALSE,131b4ae8-5c5f-455e-8c4f-c61a4bead478,TRUE,14920156,1034092,MN1976/2014,Optolita UAB,RA1.L1.FE.L1_1.BB.PL2.R1.O,,,4036.8,145,"R=99.98% @ 1030nm/45 degree, 1"" mirror","UVFS flat mirror
d = 25.4 x 6 mm
SQ 10-5 s/d
SF ?/10 @ 633nm
HR > 99.98 % @ 1020-1040nm
AOI = 45 deg
(s+p)/2-pol.
Requested damage threshold >10J/cm2 for 20ns pulses, 20Hz",,100mJ mirror before beam dump,11/14/2014,2c1eb2dd-2849-4cc8-b8ab-6de6b99d4aa9,,,UL,EUN 14110155-61
14110162,FALSE,131b4ae8-5c5f-455e-8c4f-c61a4bead478,TRUE,14920156,1034092,MN1976/2014,Optolita UAB,RA1.L1.FE.L1_1.BB.PL1.OO.BC,,,2561.28,92,"R=99.8% @ 1030nm/45 degree, 1"" mirror","UVSF flat mirror
d = 25.4 x 6 mm
SQ 20-10 s/d
SF ?/10 @ 633nm
HR > 99.5 % @ 1000-1060 nm
AOI = 45 deg (s+p)/2-pol.
",,"UTIA, 30mJ regen",11/14/2014,786c8dc5-433f-4b48-af43-495766647b38,,,UL,EUN 14110162-3
14110163,FALSE,131b4ae8-5c5f-455e-8c4f-c61a4bead478,TRUE,14920156,1034092,MN1976/2014,Optolita UAB,RA1.L1.FE.L1_1.BB.PL1.OO.BC,,,2561.28,92,"R=99.8% @ 1030nm/45 degree, 1"" mirror","UVSF flat mirror
d = 25.4 x 6 mm
SQ 20-10 s/d
SF ?/10 @ 633nm
HR > 99.5 % @ 1000-1060 nm
AOI = 45 deg (s+p)/2-pol.
",,"UTIA lab, 30mJ regen",11/14/2014,786c8dc5-433f-4b48-af43-495766647b38,,,UL,EUN 14110162-3
15010043,FALSE,457a2cd7-e00f-4ff1-ae7e-c994b3eb2db8,TRUE,14920182,1131291,MN2286/2014,BERGMANN MESSGERATE,RA1.L1.CSS.BT.IR1.PP1,PCD8g5,B6144,0,0,"100 kHz Pulse Picker System, BBO",Max voltage: 5kV,,"HiLase, Trumpf seed",1/14/2015,b93d19c1-ff03-4038-b9af-6f90aff15c22,,,UL,PCD8g5
15010044,FALSE,457a2cd7-e00f-4ff1-ae7e-c994b3eb2db8,TRUE,14920182,1131291,MN2286/2014,BERGMANN MESSGERATE,RA1.L1.CSS.BT.IR1.PP1,dpp6c,A6114,311136,11200,"100 kHz Pulse Picker System, BBO","4.5 kV @ 100kHz (6pF load)
Rise time (6pF load) @ 3.4 kV/200kHz: 6ns","Tech Requirements for pulse picker system:
L/2 operation at 1030nm
minimum Pockels cell aperture: 4mm
rise/fall time < 6ns
OPEN time should encompass single pulse out of 80MHz pulse train (rise/plateau/fall time < 25ns)
Average power handling: >10W
Non OEM electronics","HiLase, Trumpf seed",1/14/2015,b93d19c1-ff03-4038-b9af-6f90aff15c22,,,UL,dpp6c
15010046,FALSE,457a2cd7-e00f-4ff1-ae7e-c994b3eb2db8,TRUE,14920182,1131291,MN2286/2014,BERGMANN MESSGERATE,RA1.L1.CSS.BT.IR1.PP1,BME_SP05b,D0342,0,0,"100 kHz Pulse Picker System, BBO",Splitterbox,,"HiLase, Trumpf seed",1/14/2015,b93d19c1-ff03-4038-b9af-6f90aff15c22,,,UL,BME_SP05b
15040530,FALSE,6bb5cd62-6b0e-42d1-9c36-544b1e378a61,TRUE,15910320,1184333,MN2996/2015,EKSMA,RA1.L1.L1_1.PL.CMP.DG.IN.B3.BD,110-0227E,,514.14,19,"4) BK7 Plano-Convex Lenses 25,4 mm; F 150 mm",,,,04/01/2015,12698221-1ec1-48dc-ac22-4861f94a817d,,,UL,110-0227E
15040531,FALSE,6bb5cd62-6b0e-42d1-9c36-544b1e378a61,TRUE,15910320,1184333,MN2996/2015,EKSMA,RA1.L1.L1_1.PL.CMP.DG.IN.B3.BD,110-0525E,,1217.7,45,"1) BK7 Plano-Convex Lenses, 50,8 mm; F 500 mm",,,,04/01/2015,12698221-1ec1-48dc-ac22-4861f94a817d,,,UL,110-0525E
15040532,FALSE,6bb5cd62-6b0e-42d1-9c36-544b1e378a61,TRUE,15910320,1184333,MN2996/2015,EKSMA,RA1.L1.L1_1.PL.CMP.DG.IN.B3.BD,112-0219E,,460.02,17,"2) Plano-Concave Lenses, BK7; 25,4 mm; F -100 mm",,,,04/01/2015,12698221-1ec1-48dc-ac22-4861f94a817d,,,UL,112-0219E
15040533,FALSE,6bb5cd62-6b0e-42d1-9c36-544b1e378a61,TRUE,15910320,1184333,MN2996/2015,EKSMA,RA1.L1.L1_1.PL.CMP.DG.IN.B3.BD,092-0025,,1055.34,39,"3) Protected Silver Mirrors BK7; pl/pl; ? 25,4 mm",,,L1 Beamline 7M43,04/01/2015,12698221-1ec1-48dc-ac22-4861f94a817d,,,UL,092-0025
15040534,FALSE,a491e3c0-b14f-4639-873b-4d7593ac985a,TRUE,15910322,1184431,MN3006/2015,Eksma,RA1.L1.L1_1.PL.CMP.DG.OUT.B3.BD,110-0243E,,487.08,18,"2) BK7 Plano-Convex Lenses 25,4 mm; F 400 mm",,,,04/02/2015,12698221-1ec1-48dc-ac22-4861f94a817d,,,UL,110-0243E
15040535,FALSE,a491e3c0-b14f-4639-873b-4d7593ac985a,TRUE,15910322,1184431,MN3006/2015,Eksma,RA1.L1.L1_1.PL.CMP.DG.OUT.B3.BD,110-0545E,,1217.7,45,"1) BK7 Plano-Convex Lenses 50,8 mm; F 2000mm",,,,04/02/2015,12698221-1ec1-48dc-ac22-4861f94a817d,,,UL,110-0545E
15040536,FALSE,a491e3c0-b14f-4639-873b-4d7593ac985a,TRUE,15910322,1184431,MN3006/2015,Eksma,RA1.L1.L1_1.PL.CMP.DG.OUT.B3.BD,092-0025,,1055.34,39,"3) Protected Silver Mirrors BK7; pl/pl; d 25,4 mm",,,,04/02/2015,12698221-1ec1-48dc-ac22-4861f94a817d,,,UL,092-0025
15040537,FALSE,a491e3c0-b14f-4639-873b-4d7593ac985a,TRUE,15910322,1184431,MN3006/2015,Eksma,RA1.L1.L1_1.PL.CMP.DG.OUT.B3.BD,092-0025,,1055.34,39,"3) Protected Silver Mirrors BK7; pl/pl; d 25,4 mm",,,,04/02/2015,12698221-1ec1-48dc-ac22-4861f94a817d,,,UL,092-0025
15040538,FALSE,a491e3c0-b14f-4639-873b-4d7593ac985a,TRUE,15910322,1184431,MN3006/2015,Eksma,RA1.L1.L1_1.PL.CMP.DG.OUT.B3.BD,092-0025,,1055.34,39,"3) Protected Silver Mirrors BK7; pl/pl; d 25,4 mm",,,L1 FE Alex's experiment,04/02/2015,12698221-1ec1-48dc-ac22-4861f94a817d,,,UL,092-0025
15070091,TRUE,22bb42af-552a-4bd5-b957-781acc02e670,TRUE,15910371,1185410,MN3033/2015,Eksma,RA1.L1.FE.L1_1.SPAR.OPA1.O.BBM,.,,3254.4,120,"Protected Ag mirror, Diameter: 12.7x3 mm ROC = -400 (de-focusing)","R(750-1000): >96%
Thickness: 3-6 mm
Low GDD.
AOI: 2-5 deg
Substrate: UVFS
S/D: 20-10 
Surface irregularities: L/10@632.8 nm",,,7/15/2015,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,EUN 15070091-4
15070092,TRUE,22bb42af-552a-4bd5-b957-781acc02e670,TRUE,15910371,1185410,MN3033/2015,Eksma,RA1.L2.L2_1.FE.L2_1.BB.OPA.O,.,,3254.4,120,"Protected Ag mirror, Diameter: 12.7x3 mm ROC = -400 (de-focusing)","R(750-1000): >96%
Thickness: 3-6 mm
Low GDD.
AOI: 2-5 deg
Substrate: UVFS
S/D: 20-10 
Surface irregularities: L/10@632.8 nm",,"SOFIA OPA preamp, on table",7/15/2015,44d7ca9c-d270-47bd-a237-66a58c7c9230,,,UL,EUN 15070091-4
15070093,TRUE,22bb42af-552a-4bd5-b957-781acc02e670,TRUE,15910371,1185410,MN3033/2015,Eksma,RA1.L2.L2_1.FE.L2_1.BB.OPA.O,.,,3254.4,120,"Protected Ag mirror, Diameter: 12.7x3 mm ROC = -400 (de-focusing)","R(750-1000): >96%
Thickness: 3-6 mm
Low GDD.
AOI: 2-5 deg
Substrate: UVFS
S/D: 20-10 
Surface irregularities: L/10@632.8 nm",,,7/15/2015,44d7ca9c-d270-47bd-a237-66a58c7c9230,,,UL,EUN 15070091-4
15070094,TRUE,22bb42af-552a-4bd5-b957-781acc02e670,TRUE,15910371,1185410,MN3033/2015,Eksma,RA1.L2.L2_1.FE.L2_1.BB.OPA.O,.,,3254.4,120,"Protected Ag mirror, Diameter: 12.7x3 mm ROC = -400 (de-focusing)","R(750-1000): >96%
Thickness: 3-6 mm
Low GDD.
AOI: 2-5 deg
Substrate: UVFS
S/D: 20-10 
Surface irregularities: L/10@632.8 nm",,,7/15/2015,44d7ca9c-d270-47bd-a237-66a58c7c9230,,,UL,EUN 15070091-4
15070095,TRUE,22bb42af-552a-4bd5-b957-781acc02e670,TRUE,15910371,1185410,MN3033/2015,Eksma,RA1.L2.L2_1.FE.L2_1.BB.OPA.O,.,,4068,150,"Protected Ag mirror, Diameter: 12.7 mm ROC = +700 (focusing)","R(750-1000): >96%
Thickness: 3-6 mm
Low GDD.
AOI: 2-5 deg
Substrate: UVFS
S/D: 20-10 
Surface irregularities: L/10@632.8 nm",,"SOFIA OPA preamp, on table",7/15/2015,44d7ca9c-d270-47bd-a237-66a58c7c9230,,,UL,EUN 15070095-8
15070096,TRUE,22bb42af-552a-4bd5-b957-781acc02e670,TRUE,15910371,1185410,MN3033/2015,Eksma,RA1.L2.L2_1.FE.L2_1.BB.OPA.O,.,,4068,150,"Protected Ag mirror, Diameter: 12.7 mm ROC = +700 (focusing)","R(750-1000): >96%
Thickness: 3-6 mm
Low GDD.
AOI: 2-5 deg
Substrate: UVFS
S/D: 20-10 
Surface irregularities: L/10@632.8 nm",,"SOFIA OPA preamp, on table",7/15/2015,44d7ca9c-d270-47bd-a237-66a58c7c9230,,,UL,EUN 15070095-8
15070097,TRUE,22bb42af-552a-4bd5-b957-781acc02e670,TRUE,15910371,1185410,MN3033/2015,Eksma,RA1.L2.L2_1.FE.L2_1.BB.OPA.O,.,,4068,150,"Protected Ag mirror, Diameter: 12.7 mm ROC = +700 (focusing)","R(750-1000): >96%
Thickness: 3-6 mm
Low GDD.
AOI: 2-5 deg
Substrate: UVFS
S/D: 20-10 
Surface irregularities: L/10@632.8 nm",,,7/15/2015,44d7ca9c-d270-47bd-a237-66a58c7c9230,,,UL,EUN 15070095-8
15070098,TRUE,22bb42af-552a-4bd5-b957-781acc02e670,TRUE,15910371,1185410,MN3033/2015,Eksma,RA1.L1.FE.L1_1.BB.OPA1.S2.S,.,,4068,150,"Protected Ag mirror, Diameter: 12.7 mm ROC = +700 (focusing)","R(750-1000): >96%
Thickness: 3-6 mm
Low GDD.
AOI: 2-5 deg
Substrate: UVFS
S/D: 20-10 
Surface irregularities: L/10@632.8 nm",Temporarryly removed from setup for WLC testing,UTIA lab,7/15/2015,a9105b9f-ceb9-4865-858e-5a77118ebd0c,,,UL,EUN 15070095-8
15070099,TRUE,22bb42af-552a-4bd5-b957-781acc02e670,TRUE,15910371,1185410,MN3033/2015,Eksma,RA1.L1.FE.L1_1.SPAR.OPA1.O.M515,.,,3064.56,113,"HR 515 nm mirror, Diameter: 25.4x6 mm ROC = -300 (de-focusing)","Reflectivity(515nm): >99.8
Damage threshold: > 0.8J/cm2 @ 1.5 ps
AOI: 2-5 deg
Substrate: UVFS
S/D: 20-10
Surface flatness: L/10@632.8 nm
",,,7/15/2015,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,EUN 15070099-100
15070100,TRUE,22bb42af-552a-4bd5-b957-781acc02e670,TRUE,15910371,1185410,MN3033/2015,Eksma,RA1.L2.L2_1.FE.L2_1.BB.OPA.O,.,,3064.56,113,"HR 515 nm mirror, Diameter: 25.4x6 mm ROC = -300 (de-focusing)","Reflectivity(515nm): >99.8
Damage threshold: > 0.8J/cm2 @ 1.5 ps
AOI: 2-5 deg
Substrate: UVFS
S/D: 20-10
Surface flatness: L/10@632.8 nm
",,L1 OPA preamp stage 3,7/15/2015,44d7ca9c-d270-47bd-a237-66a58c7c9230,,,UL,EUN 15070099-100
15070101,TRUE,22bb42af-552a-4bd5-b957-781acc02e670,TRUE,15910371,1185410,MN3033/2015,Eksma,RA1.L1.FE.L1_1.SPAR.OPA1.O.M515,.,,3064.56,113,"HR 515 nm mirror, Diameter: 25.4x6 mm ROC = -1500(de-focusing)","Reflectivity(515nm): >99.8
Damage threshold: > 0.8J/cm2 @ 1.5 ps
AOI: 2-5 deg
Substrate: UVFS
S/D: 20-10
Surface flatness: L/10@632.8 nm
",,,7/15/2015,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,EUN 15070101-2
15070102,TRUE,22bb42af-552a-4bd5-b957-781acc02e670,TRUE,15910371,1185410,MN3033/2015,Eksma,RA1.L2.L2_1.FE.L2_1.BB.OPA.O,.,,3064.56,113,"HR 515 nm mirror, Diameter: 25.4x6 mm ROC = -1500(de-focusing)","Reflectivity(515nm): >99.8
Damage threshold: > 0.8J/cm2 @ 1.5 ps
AOI: 2-5 deg
Substrate: UVFS
S/D: 20-10
Surface flatness: L/10@632.8 nm
",,,7/15/2015,44d7ca9c-d270-47bd-a237-66a58c7c9230,,,UL,EUN 15070101-2
15070103,TRUE,22bb42af-552a-4bd5-b957-781acc02e670,TRUE,15910371,1185410,MN3033/2015,Eksma,RA1.L1.FE.L1_1.BB.OPA1.S3.PB,.,,3064.56,113,"HR 515 nm mirror, Diameter: 25.4x6 mm ROC = -1000 (de-focusing)","Reflectivity(515nm): >99.8
Damage threshold: > 0.8J/cm2 @ 1.5 ps
AOI: 2-5 deg
Substrate: UVFS
S/D: 20-10
Surface flatness: L/10@632.8 nm
",,L1 oscillator room,7/15/2015,a9105b9f-ceb9-4865-858e-5a77118ebd0c,,,UL,EUN 15070103-4
15070104,TRUE,22bb42af-552a-4bd5-b957-781acc02e670,TRUE,15910371,1185410,MN3033/2015,Eksma,RA1.L2.L2_1.FE.L2_1.BB.OPA.O,.,,3064.56,113,"HR 515 nm mirror, Diameter: 25.4x6 mm ROC = -1000 (de-focusing)","Reflectivity(515nm): >99.8
Damage threshold: > 0.8J/cm2 @ 1.5 ps
AOI: 2-5 deg
Substrate: UVFS
S/D: 20-10
Surface flatness: L/10@632.8 nm
",,"L2 OPA preamp, on table",7/15/2015,44d7ca9c-d270-47bd-a237-66a58c7c9230,,,UL,EUN 15070103-4
15070105,TRUE,22bb42af-552a-4bd5-b957-781acc02e670,TRUE,15910371,1185410,MN3033/2015,Eksma,RA1.L1.FE.L1_1.BB.PL1.CMP,.,,2956.08,109,"HR 515 nm mirror, Diameter: 25.4x6 mm ROC = +1000 (focusing)","Reflectivity(515nm): >99.8
Damage threshold: > 0.8J/cm2 @ 1.5 ps
AOI: 2-5 deg
Substrate: UVFS
S/D: 20-10
Surface flatness: L/10@632.8 nm
",,"UTIA, KUBIK compressor, telescope to stage 3",7/15/2015,063c5417-7c99-45c0-b698-8e00c6a18091,,,UL,EUN 15070105-8
15070106,TRUE,22bb42af-552a-4bd5-b957-781acc02e670,TRUE,15910371,1185410,MN3033/2015,Eksma,RA1.L1.FE.L1_1.SPAR.OPA1.O.M515,.,,2956.08,109,"HR 515 nm mirror, Diameter: 25.4x6 mm ROC = +1000 (focusing)","Reflectivity(515nm): >99.8
Damage threshold: > 0.8J/cm2 @ 1.5 ps
AOI: 2-5 deg
Substrate: UVFS
S/D: 20-10
Surface flatness: L/10@632.8 nm
",,,7/15/2015,fcda9fec-3692-4a04-aa5d-b05f02f57b3e,,,UL,EUN 15070105-8
15070107,TRUE,22bb42af-552a-4bd5-b957-781acc02e670,TRUE,15910371,1185410,MN3033/2015,Eksma,RA1.L2.L2_1.FE.L2_1.BB.OPA.O,.,,2956.08,109,"HR 515 nm mirror, Diameter: 25.4x6 mm ROC = +1000 (focusing)","Reflectivity(515nm): >99.8
Damage threshold: > 0.8J/cm2 @ 1.5 ps
AOI: 2-5 deg
Substrate: UVFS
S/D: 20-10
Surface flatness: L/10@632.8 nm
",,,7/15/2015,44d7ca9c-d270-47bd-a237-66a58c7c9230,,,UL,EUN 15070105-8
15070108,TRUE,22bb42af-552a-4bd5-b957-781acc02e670,TRUE,15910371,1185410,MN3033/2015,Eksma,RA1.L2.L2_1.FE.L2_1.BB.OPA.O,.,,2956.08,109,"HR 515 nm mirror, Diameter: 25.4x6 mm ROC = +1000 (focusing)","Reflectivity(515nm): >99.8
Damage threshold: > 0.8J/cm2 @ 1.5 ps
AOI: 2-5 deg
Substrate: UVFS
S/D: 20-10
Surface flatness: L/10@632.8 nm
",,,7/15/2015,44d7ca9c-d270-47bd-a237-66a58c7c9230,,,UL,EUN 15070105-8
15060230,FALSE,c2024d9e-5efe-4457-a437-6ddac025055d,TRUE,15910514,1190500,MN3241/2015,Eksma,RA1.L2.L2_1.FE.L2_1.BB.OPA.JIT.O,092-3025,,0,0,"Mirror, protected silver, low GDD ,12.7x5 mm, UVFS, flat/flat, R(750-920nm): >96%, S-D:20-10","Diameter: 12.7x5 mm
Substrate: UVFS
ROC: flat/flat
Reflectivity(750-920nm): >96%
Coating: Protected silver
S/D: 20-10
Surface flatness: L/10@632.8 nm",,SOFIA L2 BBFE,6/26/2015,6efb49fe-c7ab-4b6f-ae25-29e6b5aa5d67,,,UL,091-3025T6
